extra_flag;license;name;required_packages;summary;version
False;BSD;sphinxcontrib-programoutput;Sphinx;Sphinx extension to include program output;0.17
False;ZPL 2.1;zope.exceptions;zope.interface;Zope Exceptions;4.4
True;ZPL 2.1;zope.exceptions;repoze.sphinx.autointerface;Zope Exceptions;4.4
True;ZPL 2.1;zope.exceptions;zope.testrunner;Zope Exceptions;4.4
True;ZPL 2.1;zope.exceptions;Sphinx;Zope Exceptions;4.4
False;ZPL 2.1;zope.exceptions;setuptools;Zope Exceptions;4.4
False;Apache-2.0 or BSD;python-subunit;fake_package;Python implementation of subunit test streaming protocol;1.4.0
False;UNKNOWN;testscenarios;fake_package;Testscenarios, a pyunit extension for dependency injection;0.5.0
False;UNKNOWN;fixtures;fake_package;Fixtures, reusable state for writing clean tests and more.;3.0.0
False;unknown license;pbr;fake_package;Python Build Reasonableness;5.8.0
False;UNKNOWN;extras;fake_package;Useful extra bits for Python - things that shold be in the standard library;1.0.0
False;UNKNOWN;testresources;fake_package;Testresources, a pyunit extension for managing expensive test resources;2.0.1
True;unknown license;testtools;testscenarios;Extensions to the Python standard library unit testing framework;2.5.0
False;unknown license;testtools;fixtures;Extensions to the Python standard library unit testing framework;2.5.0
False;unknown license;testtools;pbr;Extensions to the Python standard library unit testing framework;2.5.0
True;unknown license;testtools;extras;Extensions to the Python standard library unit testing framework;2.5.0
True;unknown license;testtools;testresources;Extensions to the Python standard library unit testing framework;2.5.0
True;ZPL 2.1;zope.testing;zope.testrunner;Zope testing helpers;4.9
False;ZPL 2.1;zope.testing;setuptools;Zope testing helpers;4.9
False;ZPL 2.1;zope.testrunner;six;Zope testrunner script.;5.4.0
False;ZPL 2.1;zope.testrunner;zope.interface;Zope testrunner script.;5.4.0
True;ZPL 2.1;zope.testrunner;sphinxcontrib-programoutput;Zope testrunner script.;5.4.0
False;ZPL 2.1;zope.testrunner;zope.exceptions;Zope testrunner script.;5.4.0
True;ZPL 2.1;zope.testrunner;python-subunit;Zope testrunner script.;5.4.0
True;ZPL 2.1;zope.testrunner;testtools;Zope testrunner script.;5.4.0
True;ZPL 2.1;zope.testrunner;zope.testing;Zope testrunner script.;5.4.0
True;ZPL 2.1;zope.testrunner;Sphinx;Zope testrunner script.;5.4.0
False;ZPL 2.1;zope.testrunner;setuptools;Zope testrunner script.;5.4.0
False;ZPL 2.1;zope.i18nmessageid;fake_package;Message Identifiers for internationalization;5.0.1
True;ZPL 2.1;zope.event;zope.testrunner;Very basic event publishing system;4.5.0
True;ZPL 2.1;zope.event;Sphinx;Very basic event publishing system;4.5.0
False;ZPL 2.1;zope.event;setuptools;Very basic event publishing system;4.5.0
False;ZPL 2.1;zope.schema;zope.interface;zope.interface extension for defining data schemas;6.2.0
True;ZPL 2.1;zope.schema;repoze.sphinx.autointerface;zope.interface extension for defining data schemas;6.2.0
True;ZPL 2.1;zope.schema;zope.testrunner;zope.interface extension for defining data schemas;6.2.0
True;ZPL 2.1;zope.schema;zope.testing;zope.interface extension for defining data schemas;6.2.0
True;ZPL 2.1;zope.schema;zope.i18nmessageid;zope.interface extension for defining data schemas;6.2.0
True;ZPL 2.1;zope.schema;Sphinx;zope.interface extension for defining data schemas;6.2.0
